smiles,toxic,non_toxic_strict,n_labeled_endpoints,scaffold
CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,1,0,10,c1ccccc1
Cc1ccc([N+](=O)[O-])cc1N,1,0,12,c1ccccc1
O=P(O)(O)c1ccccc1,0,1,12,c1ccccc1
CC(C)c1ccccc1O,0,1,12,c1ccccc1
COc1ccc(N)c(OC)c1,0,1,11,c1ccccc1
Clc1ccc(Cl)c(Cl)c1,0,1,12,c1ccccc1
OCCN(CCO)c1ccccc1,0,1,10,c1ccccc1
CCOc1cc(C=O)ccc1O,0,1,12,c1ccccc1
COc1cc(C=O)ccc1O,0,1,12,c1ccccc1
CC(C)(C)c1ccc(O)cc1,1,0,12,c1ccccc1
CC(C)(C)c1cc(O)ccc1O,1,0,12,c1ccccc1
O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,1,0,12,c1ccccc1
COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1,0,11,c1ccccc1
CC[C@H](N)c1ccccc1,0,1,12,c1ccccc1
CC(C)(C)OC(=O)c1ccc(O)cc1,1,0,9,c1ccccc1
C=Cc1ccc(OC(C)=O)cc1,1,0,12,c1ccccc1
CC(=O)Nc1ccc(N)cc1,0,1,12,c1ccccc1
CC(=O)Nc1cccc(N)c1,0,1,11,c1ccccc1
Nc1cccc(N)c1,1,0,12,c1ccccc1
Nc1ccc(N)cc1,1,0,9,c1ccccc1
CC(C)(C)c1ccc(N)cc1,0,1,11,c1ccccc1
CCCc1ccc(N)cc1,0,1,12,c1ccccc1
CC(C)COC(=O)C=Cc1ccccc1,0,1,11,c1ccccc1
CCC(=O)Nc1ccc(Cl)c(Cl)c1,1,0,10,c1ccccc1
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,1,0,11,c1ccccc1
Fc1ccccc1,0,1,11,c1ccccc1
CC(C)(C)c1ccc(CCC=O)cc1,0,1,11,c1ccccc1
CCCCC/C(=C/c1ccccc1)CO,1,0,11,c1ccccc1
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],1,0,5,c1ccccc1
O=[N+]([O-])c1ccc(CBr)cc1,0,1,11,c1ccccc1
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,0,1,10,c1ccccc1
CC(C)COC(=O)COc1ccc(Cl)cc1Cl,0,1,12,c1ccccc1
CCOC(=O)COc1ccc(Cl)cc1Cl,0,1,11,c1ccccc1
Cc1ccc(Br)cc1,0,1,12,c1ccccc1
CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0,0,2,c1ccccc1
CC(=O)OC(C)c1ccccc1,0,1,12,c1ccccc1
Cc1ccc(S(=O)(=O)[O-])c(C)c1,0,1,12,c1ccccc1
OCCCc1ccccc1,0,1,12,c1ccccc1
CCCCCCCCOC(=O)c1ccc(O)cc1,1,0,10,c1ccccc1
COc1ccc(Br)c(C)c1,0,1,12,c1ccccc1
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,1,0,6,c1ccccc1
O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1,1,0,9,c1ccccc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,1,0,3,c1ccccc1
CN(C)c1ccc(N=O)cc1,1,0,9,c1ccccc1
CC(C)(C)OC(=O)c1cccc(N)c1,1,0,10,c1ccccc1
Cc1ccc([N+](=O)[O-])cc1C,0,1,12,c1ccccc1
Cc1cccc([N+](=O)[O-])c1C,0,1,12,c1ccccc1
Cc1ccc([N+](=O)[O-])c(C)c1,1,0,12,c1ccccc1
Cc1cccc(C)c1[N+](=O)[O-],1,0,12,c1ccccc1
Cc1ccc(C)c([N+](=O)[O-])c1,1,0,12,c1ccccc1
Cc1cc(C)cc([N+](=O)[O-])c1,0,1,12,c1ccccc1
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,0,0,9,c1ccccc1
O=C(O)Cc1ccccc1,0,1,12,c1ccccc1
CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,1,0,9,c1ccccc1
C=Cc1cccc(CCl)c1,1,0,12,c1ccccc1
C=Cc1ccc(C(C)(C)C)cc1,0,1,11,c1ccccc1
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](COC(=O)CN)NC(=O)C(Cl)Cl)cc1,0,1,10,c1ccccc1
CCCCOC(=O)c1ccc(O)cc1,1,0,11,c1ccccc1
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1,0,12,c1ccccc1
O=C([O-])CCCOc1ccc(Cl)cc1Cl,1,0,11,c1ccccc1
Cc1cc(O)c(Cl)c(C)c1Cl,1,0,6,c1ccccc1
O=[N+]([O-])/C=C/c1ccccc1,1,0,5,c1ccccc1
CCCCCCC(C=O)=Cc1ccccc1,1,0,12,c1ccccc1
CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,1,0,11,c1ccccc1
CC(C)OC(=O)Cc1ccccc1,0,1,12,c1ccccc1
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,1,0,11,c1ccccc1
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,1,0,7,c1ccccc1
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,0,1,12,c1ccccc1
CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,1,0,9,c1ccccc1
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,1,0,12,c1ccccc1
CCCc1ccc(O)c(OC)c1,0,1,12,c1ccccc1
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,0,1,12,c1ccccc1
Cc1ccc(S(N)(=O)=O)cc1,0,1,12,c1ccccc1
CON(C)C(=O)Nc1ccc(Cl)cc1,1,0,11,c1ccccc1
O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,1,12,c1ccccc1
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,1,0,10,c1ccccc1
O=C(O)c1cccc(C(=O)O)c1,0,1,12,c1ccccc1
O=C(O)c1ccccc1C(=O)O,0,1,12,c1ccccc1
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,0,1,12,c1ccccc1
O=C(O)c1cccc(C(=O)O)c1C(=O)O,0,1,12,c1ccccc1
CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,0,0,9,c1ccccc1
O=C(O)c1ccc(S(=O)(=O)O)cc1C(=O)O,0,1,12,c1ccccc1
CNC(=O)Oc1cc(C)cc(C(C)C)c1,0,1,11,c1ccccc1
CC[N+](C)(C)Cc1ccccc1Br,0,1,10,c1ccccc1
CCC(=O)c1ccc(Cl)cc1,0,1,12,c1ccccc1
Cc1cc(C)c(C(=O)O)c(C)c1,0,1,12,c1ccccc1
CCCCOc1ccc(N)cc1,0,1,10,c1ccccc1
CC(C)C(=O)c1ccccc1,0,1,11,c1ccccc1
CC(C)(C)c1ccc(S)cc1,0,1,10,c1ccccc1
CCCCCCOc1ccc(O)cc1,1,0,9,c1ccccc1
CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,0,1,12,c1ccccc1
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,1,0,10,c1ccccc1
Cc1cc(Cl)ccc1OCC(=O)[O-],0,1,12,c1ccccc1
O=C(CS)Nc1ccccc1,1,0,9,c1ccccc1
CC(=O)NC(=O)c1ccccc1O,0,1,12,c1ccccc1
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],1,0,7,c1ccccc1
COc1ccc(C)cc1N,1,0,12,c1ccccc1
CC(C)NC(=O)c1ccc(C=O)cc1,0,0,2,c1ccccc1
COc1cc(CC#N)cc(OC)c1OC,0,0,2,c1ccccc1
C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O,0,0,2,c1ccccc1
C[CH2][Hg][S]c1ccccc1C(=O)[O-],1,0,8,c1ccccc1
O=C(O)c1cc(Br)c(O)c(Br)c1,0,1,11,c1ccccc1
CCCCC(CC)COC(=O)c1ccccc1,0,1,10,c1ccccc1
COC(=O)c1c(C)cc(O)c(C)c1O,1,0,10,c1ccccc1
N#Cc1ccc(C(=O)O)cc1,0,1,12,c1ccccc1
CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1,0,12,c1ccccc1
Cc1cccc(C#N)c1,1,0,11,c1ccccc1
Cc1ccccc1N,1,0,12,c1ccccc1
NCc1cccc(CN)c1,0,1,12,c1ccccc1
O=C(O)CCNC(=O)c1ccccc1,0,1,10,c1ccccc1
Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0,1,12,c1ccccc1
CCOc1ccc(OCC)c(Cl)c1,0,1,11,c1ccccc1
Nc1cc(S(=O)(=O)O)ccc1O,0,1,12,c1ccccc1
CC(=O)Oc1ccc(C(C)=O)cc1,0,1,11,c1ccccc1
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1,0,12,c1ccccc1
Nc1cc(Cl)cc(C(=O)O)c1Cl,0,1,12,c1ccccc1
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0,1,12,c1ccccc1
Cc1ccccc1C(=O)O,0,0,9,c1ccccc1
Cc1ccc(C#N)cc1,0,1,11,c1ccccc1
O=S(=O)([O-])c1cc(O)ccc1O,0,1,10,c1ccccc1
Cc1cc(C)c(C)cc1C,0,1,12,c1ccccc1
CN(C)C(=O)Nc1ccccc1,0,1,12,c1ccccc1
Nc1ccc(O)cc1,1,0,10,c1ccccc1
Nc1ccccc1O,1,0,8,c1ccccc1
Nc1cccc(O)c1,0,0,6,c1ccccc1
COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],0,1,12,c1ccccc1
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1,0,12,c1ccccc1
Cc1cccc(C)c1NC(=O)C(C)N,0,1,12,c1ccccc1
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,1,0,12,c1ccccc1
O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1,0,1,11,c1ccccc1
Nc1cc(Cl)ccc1Cl,0,1,11,c1ccccc1
Nc1ccc(Cl)cc1Cl,0,1,12,c1ccccc1
O=[PH](O)c1ccccc1,0,1,12,c1ccccc1
N[C@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1,0,0,1,c1ccccc1
O=C(O)CNC(=O)c1ccccc1I,0,1,12,c1ccccc1
CCNC(=O)NCc1cccc(Cl)c1,0,1,12,c1ccccc1
CCC(C)C(=O)OCCc1ccccc1,0,1,12,c1ccccc1
Cc1ccccc1C(N)=O,0,1,12,c1ccccc1
COC(=O)c1ccccc1N,0,1,12,c1ccccc1
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,0,1,12,c1ccccc1
O=C(O)C=Cc1ccc(C=CC(=O)O)cc1,0,1,12,c1ccccc1
CC(CO)Oc1ccccc1,0,1,11,c1ccccc1
CCCc1ccc(OC)cc1,0,1,11,c1ccccc1
O=C(CBr)c1ccc(O)cc1,0,0,8,c1ccccc1
FC(F)(F)c1ccccc1Cl,0,1,12,c1ccccc1
O=C(O)c1cccc(Cl)c1,0,1,11,c1ccccc1
O=C(O)c1ccccc1Cl,0,1,11,c1ccccc1
O=C(O)c1ccc(Cl)cc1,0,1,12,c1ccccc1
FC(F)(F)c1cccc(Cl)c1,0,1,12,c1ccccc1
CC(=O)Oc1cccc(C)c1,0,0,2,c1ccccc1
Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1,0,9,c1ccccc1
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],1,0,11,c1ccccc1
CC(=O)CCc1ccccc1,0,1,12,c1ccccc1
Cc1ccc(N)cc1C,1,0,12,c1ccccc1
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0,1,11,c1ccccc1
Cc1ccccc1S(=O)(=O)[O-],0,1,12,c1ccccc1
CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,0,0,9,c1ccccc1
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,1,0,12,c1ccccc1
NC(=O)Nc1ccc([As](=O)(O)O)cc1,0,1,12,c1ccccc1
NC(=O)NNc1ccccc1,0,1,12,c1ccccc1
O=C(O)c1cc(I)cc(I)c1I,1,0,10,c1ccccc1
O=C(CC(=O)C(F)(F)F)c1ccccc1,1,0,9,c1ccccc1
O=Cc1cc(O)ccc1Br,1,0,8,c1ccccc1
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0,1,12,c1ccccc1
CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,0,1,11,c1ccccc1
O=Nc1ccc(O)cc1,1,0,12,c1ccccc1
O=[N+]([O-])c1cc(I)c(O)c(I)c1,0,0,4,c1ccccc1
CC(C)CCCCCCc1ccc(OCCOCCO)cc1,0,1,12,c1ccccc1
Clc1ccc(C(Cl)(Cl)Cl)cc1,1,0,12,c1ccccc1
CCc1cccc(C)c1N,0,1,11,c1ccccc1
CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,0,1,10,c1ccccc1
CNNCc1ccc(C(=O)NC(C)C)cc1,0,1,11,c1ccccc1
Cc1cc(Cl)c(C)cc1Cl,0,1,11,c1ccccc1
Clc1ccc(Cl)c(Cl)c1Cl,0,1,12,c1ccccc1
O=C(O)c1ccc(C(=O)O)cc1,0,1,12,c1ccccc1
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0,1,10,c1ccccc1
Cc1cccc(C)c1OCC(C)N,0,1,12,c1ccccc1
COc1ccc(OC)c(C(O)C(C)N)c1,0,0,8,c1ccccc1
[O-]c1cc(Cl)c(Cl)cc1Cl,1,0,11,c1ccccc1
COc1ccc(C(C)=O)cc1,1,0,12,c1ccccc1
COc1cc(Cl)ccc1Cl,0,1,12,c1ccccc1
C[C@@H](Cc1ccccc1)N(C)C,1,0,10,c1ccccc1
CCCCNCC(O)c1ccc(O)cc1,0,1,10,c1ccccc1
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,1,0,11,c1ccccc1
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N,0,1,12,c1ccccc1
CSc1ccc(C=O)cc1,0,1,12,c1ccccc1
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],1,0,11,c1ccccc1
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,1,0,9,c1ccccc1
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,1,0,10,c1ccccc1
CCc1cccc(CC)c1N,0,1,12,c1ccccc1
O=C([O-])c1ccccc1,0,1,12,c1ccccc1
Cc1ccc(C)c(S(=O)(=O)[O-])c1,0,1,10,c1ccccc1
CC(C)c1cccc(O)c1,1,0,12,c1ccccc1
C[C@@H]([C@H](O)c1ccccc1)N(C)C,0,1,10,c1ccccc1
CC(C)(C)CC(C)(C)c1ccc(O)cc1,1,0,8,c1ccccc1
CC(=O)NC(Cc1ccccc1)C(=O)O,0,1,11,c1ccccc1
CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,0,1,12,c1ccccc1
NC(=O)Nc1ccccc1,0,1,12,c1ccccc1
Cc1ccc(Cl)c(O)c1,0,0,2,c1ccccc1
CCCCCCCCCCCCc1ccccc1,0,1,12,c1ccccc1
CCc1ccccc1CC,0,1,12,c1ccccc1
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,1,0,11,c1ccccc1
CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,0,1,12,c1ccccc1
C/C=C(\C)C(=O)OCCc1ccccc1,0,1,11,c1ccccc1
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,1,0,11,c1ccccc1
O=C(O)CCc1ccccc1,0,1,12,c1ccccc1
COc1ccccc1OC,0,1,12,c1ccccc1
COc1cccc(OC)c1,0,1,12,c1ccccc1
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,0,1,11,c1ccccc1
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0,1,11,c1ccccc1
CCCNC(C)(C)COC(=O)c1ccccc1,1,0,12,c1ccccc1
OCC(O)c1ccccc1,0,1,12,c1ccccc1
Cc1cc(O)ccc1Cl,1,0,12,c1ccccc1
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,1,0,10,c1ccccc1
COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,0,1,11,c1ccccc1
C=C(C)C(=O)OCc1ccccc1,0,1,12,c1ccccc1
CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0,1,11,c1ccccc1
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1,0,10,c1ccccc1
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,0,1,12,c1ccccc1
CNC(=O)c1ccccc1,1,0,12,c1ccccc1
Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,1,0,3,c1ccccc1
COc1ccc(Cl)cc1C,0,1,12,c1ccccc1
Cc1cc(Cl)ccc1N,1,0,12,c1ccccc1
NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0,0,2,c1ccccc1
CCC(CC)Nc1ccc(C)c(C)c1,0,1,10,c1ccccc1
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1,0,12,c1ccccc1
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,1,0,8,c1ccccc1
O=C(O)c1c(Cl)ccc(Cl)c1Cl,1,0,12,c1ccccc1
Nc1cccc(C(F)(F)F)c1,0,1,12,c1ccccc1
CC(C)(C)C(=O)/C=C/c1ccc(Cl)cc1,0,1,10,c1ccccc1
CCCCCOC(=O)c1ccc(O)cc1,1,0,9,c1ccccc1
CCCCCCCCCOC(=O)c1ccc(O)cc1,1,0,7,c1ccccc1
Nc1ccc(F)cc1F,0,1,11,c1ccccc1
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,1,0,12,c1ccccc1
CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,1,0,1,c1ccccc1
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,1,0,7,c1ccccc1
CNC(=O)Oc1cccc(N=CN(C)C)c1,1,0,11,c1ccccc1
Cc1ccc(Cl)cc1N,0,1,11,c1ccccc1
Cc1ccc(N)cc1Cl,0,1,12,c1ccccc1
Nc1ccc(N)c(Cl)c1,1,0,9,c1ccccc1
Nc1ccc(Cl)cc1N,1,0,11,c1ccccc1
Nc1ccc(Cl)c(N)c1,1,0,11,c1ccccc1
O=[N+]([O-])c1ccccc1Cl,0,1,10,c1ccccc1
CCCCNS(=O)(=O)c1ccc(C)cc1,0,1,12,c1ccccc1
CCN(CCN)c1cccc(C)c1,0,1,11,c1ccccc1
O=C([O-])CNc1ccccc1,0,1,11,c1ccccc1
CNC(C)Cc1ccccc1OC,0,1,12,c1ccccc1
COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,0,1,12,c1ccccc1
Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1,0,1,12,c1ccccc1
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,1,0,12,c1ccccc1
COC(Cc1ccccc1)OC,0,1,11,c1ccccc1
CC[N+](C)(C)c1cccc(O)c1,0,1,11,c1ccccc1
COC(=O)c1ccccc1O,0,1,12,c1ccccc1
CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,0,1,12,c1ccccc1
COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,0,1,12,c1ccccc1
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,1,0,10,c1ccccc1
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)[O-])c1I,0,0,9,c1ccccc1
CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I,0,0,9,c1ccccc1
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0,1,12,c1ccccc1
O=S(=O)(O)c1ccccc1O,0,1,12,c1ccccc1
N[C@@H](Cc1ccc(O)cc1)C(=O)O,0,0,2,c1ccccc1
CCN(CC)CCOC(=O)c1ccc(N)cc1,0,1,12,c1ccccc1
Nc1cc(N)cc(C(=O)O)c1,0,1,12,c1ccccc1
N#Cc1c(Cl)cccc1Cl,0,1,12,c1ccccc1
O=C(O)c1ccccc1,1,0,12,c1ccccc1
ClC(Cl)(Cl)c1ccccc1,1,0,12,c1ccccc1
NNC(=O)c1ccccc1,1,0,10,c1ccccc1
COc1ccc(O)cc1,0,1,10,c1ccccc1
C[C@@H](N)[C@@H](O)c1ccccc1,0,1,12,c1ccccc1
Sc1ccccc1,1,0,10,c1ccccc1
CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,1,12,c1ccccc1
NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,0,1,12,c1ccccc1
Nc1cc(Cl)c(O)c(Cl)c1,1,0,10,c1ccccc1
O=C(O)c1cc[c]([Hg][Cl])cc1,1,0,6,c1ccccc1
NC(=O)c1ccc([N+](=O)[O-])cc1,0,1,12,c1ccccc1
Oc1ccccc1Cl,0,1,12,c1ccccc1
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0,1,12,c1ccccc1
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,0,1,12,c1ccccc1
N#Cc1cccc(C#N)c1,0,1,12,c1ccccc1
CCC(C)OC(=O)c1ccc(O)cc1,1,0,10,c1ccccc1
Cc1ccc(NC(=O)N(C)C)cc1NC(=O)N(C)C,0,1,12,c1ccccc1
N#Cc1c(F)cccc1F,0,1,12,c1ccccc1
COc1ccc(OC)cc1,0,1,12,c1ccccc1
SCc1ccccc1,1,0,10,c1ccccc1
NCCc1ccc(O)c(O)c1,1,0,11,c1ccccc1
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,0,1,12,c1ccccc1
Nc1ccc(NCCO)c([N+](=O)[O-])c1,1,0,12,c1ccccc1
CC(=O)OCCCc1ccccc1,0,1,12,c1ccccc1
COc1ccc(COC=O)cc1,0,1,11,c1ccccc1
CC(C)CC(C)CC(C)CC(C)COC(=O)c1ccccc1C(=O)OCC(C)CC(C)CC(C)CC(C)C,0,1,11,c1ccccc1
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,0,0,8,c1ccccc1
COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,0,1,12,c1ccccc1
CC(=O)NS(=O)(=O)c1ccc(N)cc1,0,1,12,c1ccccc1
C=Cc1ccccc1,0,1,12,c1ccccc1
CCCCCCOc1ccccc1C(N)=O,1,0,10,c1ccccc1
CCc1cccc(O)c1,0,1,12,c1ccccc1
O=C(O)/C=C/c1ccccc1,0,1,12,c1ccccc1
CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,0,1,12,c1ccccc1
O=C(OCCO)c1ccccc1O,0,1,10,c1ccccc1
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1,0,7,c1ccccc1
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,1,0,6,c1ccccc1
Nc1ccc(C(=O)OCC(O)CO)cc1,0,0,2,c1ccccc1
COc1cc(C[C@H](C)N)c(OC)cc1C,0,0,9,c1ccccc1
Nc1cc(C(=O)O)ccc1Cl,0,1,12,c1ccccc1
COc1ccccc1OCC(O)COC(N)=O,0,1,12,c1ccccc1
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,0,1,11,c1ccccc1
C/C(=C\c1ccccc1)[N+](=O)[O-],1,0,5,c1ccccc1
N#CCc1ccc(Cl)cc1Cl,0,1,12,c1ccccc1
CCOC(=O)Cc1ccccc1,0,1,11,c1ccccc1
Cc1cc(O)c(C(C)C)cc1Cl,1,0,8,c1ccccc1
O=C(O)COc1ccccc1,0,1,12,c1ccccc1
Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,0,1,12,c1ccccc1
CC/C=C\CCOC(=O)c1ccccc1O,0,1,11,c1ccccc1
CC(=O)Nc1ccc(OC(C)=O)cc1,0,1,10,c1ccccc1
CCCCCc1ccc(N)cc1,1,0,11,c1ccccc1
Cc1ccc(Cl)cc1Cl,0,1,12,c1ccccc1
CC(C)(C)c1ccc(C(=O)O)cc1,0,1,12,c1ccccc1
CO[Si](OC)(OC)c1ccccc1,0,1,12,c1ccccc1
CCCCCCc1ccc(N)cc1,1,0,7,c1ccccc1
Oc1cc(O)c(Cl)cc1Cl,1,0,10,c1ccccc1
COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,0,1,12,c1ccccc1
O=C(CCCCCCCCC#CI)Oc1ccccc1,0,1,10,c1ccccc1
CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1,1,0,12,c1ccccc1
CCCC(=O)c1cc(O)c(O)cc1O,1,0,9,c1ccccc1
CC(=O)Nc1ccc(CC(=O)O)cc1,0,1,12,c1ccccc1
Oc1ccc(O)cc1,1,0,11,c1ccccc1
CCOCCOC(=O)C=Cc1ccc(OC)cc1,0,0,1,c1ccccc1
CC(C)c1cccc(C(C)C)c1,0,1,11,c1ccccc1
O=C(Cl)c1cccc(C(=O)Cl)c1,0,1,12,c1ccccc1
O=C(O)c1ccc(O)cc1,0,1,12,c1ccccc1
Cc1ccc(C(C)C)cc1,0,1,12,c1ccccc1
COC(C(=O)O)c1ccccc1,0,1,12,c1ccccc1
COc1cccc(O)c1O,1,0,10,c1ccccc1
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,0,1,12,c1ccccc1
CC(C)(OO)c1ccccc1,1,0,11,c1ccccc1
CCOc1ccc(C(=O)OCCN(CC)CC)cc1,0,1,11,c1ccccc1
Nc1ccc(C(=O)[O-])c(O)c1,0,1,12,c1ccccc1
CCNC(=O)C(C)OC(=O)Nc1ccccc1,0,1,12,c1ccccc1
CC(C)(N)Cc1ccccc1Cl,0,0,2,c1ccccc1
COC(=O)c1ccc(C=O)cc1,0,1,12,c1ccccc1
Oc1cccc[c]1[Hg][Cl],1,0,3,c1ccccc1
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,0,1,11,c1ccccc1
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1,0,3,c1ccccc1
CC(C)(C)OOC(=O)c1ccccc1,0,1,12,c1ccccc1
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0,1,12,c1ccccc1
COc1cccc(N)c1,1,0,9,c1ccccc1
CCC(=O)c1ccccc1,0,1,12,c1ccccc1
O=S(=O)(O)c1ccc(Cl)cc1,0,1,12,c1ccccc1
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,1,0,8,c1ccccc1
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,1,0,11,c1ccccc1
CC(=O)Oc1ccccc1C(=O)O,0,1,12,c1ccccc1
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,1,0,4,c1ccccc1
